text,label
удали позвонить клиенту немедленно,TASK_DELETE
удали задачу закончить лабораторную,TASK_DELETE
готово сделать отчет,TASK_UPDATE
поставь в приоритет закончить лабораторную,TASK_CREATE
который час,UNKNOWN
"хочу добавить задачу купить молоко до 2026-04-13T02:14:58Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
очисти список задач закончить лабораторную,TASK_DELETE
создай для меня задачу подготовить презентацию,TASK_CREATE
покажи срочные задачи,TASK_QUERY
разберись с задачей {},AMBIGUOUS
пометь задачу закончить лабораторную как выполненную,TASK_UPDATE
"хочу не забыть закончить лабораторную до 2026-04-06T03:14:57Z, приоритет средний, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
что запланировано,TASK_QUERY
запиши в список дел закончить лабораторную,TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
сделай задачу или нет {},AMBIGUOUS
очисти завершённые задачи закончить лабораторную,TASK_DELETE
срочно {},AMBIGUOUS
открой браузер,UNKNOWN
создай или обнови задачу,AMBIGUOUS
какие задачи открыты,TASK_QUERY
поправь задачу купить молоко,TASK_UPDATE
спиши задачу позвонить клиенту,TASK_DELETE
задача {},AMBIGUOUS
удали задачу закончить лабораторную,TASK_DELETE
удали задачи подготовить презентацию,TASK_DELETE
что запланировано,TASK_QUERY
как дела,UNKNOWN
"нужно не забыть подготовить презентацию до 2026-04-03T18:14:57Z, приоритет средний, проект ДЗ, описание: сделать отчет по лабораторной",TASK_CREATE
"задача, наверное {}",AMBIGUOUS
помоги с кодом,UNKNOWN
установи таймер на {},UNKNOWN
создай новую задачу сделать отчет,TASK_CREATE
удали задачи купить молоко,TASK_DELETE
убери из бэклога купить молоко,TASK_DELETE
что у меня есть,TASK_QUERY
добавь в бэклог сделать отчет,TASK_CREATE
позвони {},UNKNOWN
"сделай для меня купить молоко до 2026-04-16T23:14:58Z, приоритет средний, проект Проект A, описание: позвонить клиенту и уточнить детали",TASK_CREATE
как дела,UNKNOWN
установи срочность купить молоко,TASK_UPDATE
поправь задачу сделать отчет,TASK_UPDATE
кто ты,UNKNOWN
сотри позвонить клиенту навсегда,TASK_DELETE
установи таймер на {},UNKNOWN
сколько будет {} плюс {},UNKNOWN
что известно о {},TASK_QUERY
"было бы хорошо закончить лабораторную до 2026-04-01T05:14:57Z, приоритет низкий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
задача купить молоко закрыта,TASK_UPDATE
"напомни мне закончить лабораторную до 2026-04-20T11:14:57Z, приоритет высокий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
напиши письмо {},UNKNOWN
открой список задач,TASK_QUERY
задачи назначенные на меня,TASK_QUERY
задача подготовить презентацию закрыта,TASK_UPDATE
что мне нужно сделать,TASK_QUERY
покажи выполненные задачи,TASK_QUERY
займись этим {},AMBIGUOUS
сотри купить молоко навсегда,TASK_DELETE
как пройти до {},UNKNOWN
сколько у меня задач,TASK_QUERY
можно ли {},AMBIGUOUS
назначь купить молоко ответственным,TASK_UPDATE
задача {},AMBIGUOUS
"мне нужно закончить лабораторную до 2026-04-03T21:14:58Z, приоритет средний, проект Проект A, описание: слайды для семинара",TASK_CREATE
что известно о {},TASK_QUERY
"мне нужно позвонить клиенту до 2026-04-15T01:14:58Z, приоритет низкий, проект ДЗ, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче сделать отчет",TASK_CREATE
какая погода сегодня,UNKNOWN
отправь задачу закончить лабораторную в список дел,TASK_CREATE
сотри задачу закончить лабораторную,TASK_DELETE
хочу не забыть подготовить презентацию,TASK_CREATE
что известно о {},TASK_QUERY
мои дела на сегодня,TASK_QUERY
статистика по задачам,TASK_QUERY
как дела,UNKNOWN
срочно {},AMBIGUOUS
убери из бэклога подготовить презентацию,TASK_DELETE
переведи слово {},UNKNOWN
что нового в мире,UNKNOWN
объясни понятие {},UNKNOWN
снять задачу купить молоко,TASK_DELETE
объясни понятие {},UNKNOWN
какая погода сегодня,UNKNOWN
сыграй в игру,UNKNOWN
который час,UNKNOWN
детали по {},TASK_QUERY
что запланировано,TASK_QUERY
открой браузер,UNKNOWN
"хочу добавить задачу позвонить клиенту до 2026-04-23T17:14:57Z, приоритет низкий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
сотри задачу сделать отчет,TASK_DELETE
переименуй задачу купить молоко,TASK_UPDATE
задачи по проекту {},TASK_QUERY
включи фильм {},UNKNOWN
отметь сделать отчет как сделанное,TASK_UPDATE
что у меня есть,TASK_QUERY
добавь в список подготовить презентацию,TASK_CREATE
важно {},AMBIGUOUS
статистика по задачам,TASK_QUERY
"задача, наверное {}",AMBIGUOUS
который час,UNKNOWN
"создай новую задачу позвонить клиенту до 2026-04-08T08:14:57Z, приоритет низкий, проект Проект A, описание: позвонить клиенту и уточнить детали",TASK_CREATE
обязательно закончить лабораторную,TASK_CREATE
очисти список задач подготовить презентацию,TASK_DELETE
"поставь в очередь позвонить клиенту до 2026-03-31T22:14:58Z, приоритет высокий, проект Рабочий проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
какая погода сегодня,UNKNOWN
сколько у меня задач,TASK_QUERY
создай или обнови задачу,AMBIGUOUS
"добавь задачу позвонить клиенту до 2026-04-23T08:14:58Z, приоритет высокий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
найди в интернете {},UNKNOWN
"зарегистрируй задачу подготовить презентацию до 2026-04-29T00:14:57Z, приоритет низкий, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
скорректируй купить молоко задачи,TASK_UPDATE
"не забудь добавить позвонить клиенту до 2026-04-13T12:14:58Z, приоритет низкий, проект ДЗ, описание: слайды для семинара, как дочернюю к задаче купить молоко",TASK_CREATE
передай задачу закончить лабораторную другому,TASK_UPDATE
убери из бэклога подготовить презентацию,TASK_DELETE
удали задачу купить молоко,TASK_DELETE
объясни понятие {},UNKNOWN
список задач,TASK_QUERY
покажи задачу {},TASK_QUERY
снять задачу позвонить клиенту,TASK_DELETE
внеси задачу закончить лабораторную,TASK_CREATE
убери из бэклога подготовить презентацию,TASK_DELETE
сотри задачу закончить лабораторную,TASK_DELETE
разберись с задачей {},AMBIGUOUS
непонятная команда с задачей,AMBIGUOUS
"запиши задачу позвонить клиенту до 2026-04-18T05:14:57Z, приоритет средний, проект ДЗ, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
убери из бэклога сделать отчет,TASK_DELETE
переведи слово {},UNKNOWN
сколько будет {} плюс {},UNKNOWN
"не забудь добавить купить молоко до 2026-04-17T00:14:57Z, приоритет средний, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
незавершённые задачи,TASK_QUERY
"запиши в список дел позвонить клиенту до 2026-04-20T00:14:58Z, приоритет низкий, проект Учебный проект, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче подготовить презентацию",TASK_CREATE
включи фильм {},UNKNOWN
покажи срочные задачи,TASK_QUERY
хз что делать с задачей {},AMBIGUOUS
покажи текущие дела,TASK_QUERY
задачи на завтра,TASK_QUERY
займись этим {},AMBIGUOUS
удали последнюю задачу сделать отчет,TASK_DELETE
переведи слово {},UNKNOWN
напиши письмо {},UNKNOWN
незавершённые задачи,TASK_QUERY
непонятная команда с задачей,AMBIGUOUS
запиши задачу закончить лабораторную,TASK_CREATE
отмени задачу подготовить презентацию,TASK_DELETE
разберись с задачей {},AMBIGUOUS
измени или удали задачу,AMBIGUOUS
создай или обнови задачу,AMBIGUOUS
убери из бэклога закончить лабораторную,TASK_DELETE
убрать из списка купить молоко,TASK_DELETE
"запиши задачу купить молоко до 2026-04-21T03:14:57Z, приоритет высокий, проект Проект A, описание: слайды для семинара",TASK_CREATE
какая погода сегодня,UNKNOWN
задачи назначенные на меня,TASK_QUERY
расскажи анекдот,UNKNOWN
снять задачу сделать отчет,TASK_DELETE
открой список задач,TASK_QUERY
отредактируй задачу подготовить презентацию,TASK_UPDATE
как пройти до {},UNKNOWN
важно {},AMBIGUOUS
назначь задачу купить молоко на,TASK_UPDATE
отметь сделать отчет как сделанное,TASK_UPDATE
перепиши задачу позвонить клиенту,TASK_UPDATE
убрать из списка позвонить клиенту,TASK_DELETE
покажи выполненные задачи,TASK_QUERY
поставь в приоритет закончить лабораторную,TASK_CREATE
создай или обнови задачу,AMBIGUOUS
удали задачи подготовить презентацию,TASK_DELETE
сделай что-нибудь с задачей,AMBIGUOUS
отправь задачу позвонить клиенту в список дел,TASK_CREATE
важно {},AMBIGUOUS
сыграй в игру,UNKNOWN
убери задачу купить молоко,TASK_DELETE
напиши письмо {},UNKNOWN
задачи по проекту {} на этой неделе,TASK_QUERY
какие задачи открыты,TASK_QUERY
измени или удали задачу,AMBIGUOUS
как дела,UNKNOWN
исправь задачу сделать отчет,TASK_UPDATE
разберись с задачей {},AMBIGUOUS
можно ли {},AMBIGUOUS
установи таймер на {},UNKNOWN
отметь закончить лабораторную завершённой,TASK_UPDATE
сколько будет {} плюс {},UNKNOWN
обнови закончить лабораторную,TASK_UPDATE
задача закончить лабораторную выполнена,TASK_UPDATE
объясни понятие {},UNKNOWN
задачи назначенные на меня,TASK_QUERY
какая погода сегодня,UNKNOWN
выведи список задач,TASK_QUERY
что мне нужно сделать,TASK_QUERY
отредактируй задачу купить молоко,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
убери из бэклога купить молоко,TASK_DELETE
непонятная команда с задачей,AMBIGUOUS
что-то с задачей {},AMBIGUOUS
список задач,TASK_QUERY
назначь задачу подготовить презентацию на,TASK_UPDATE
"задача, наверное {}",AMBIGUOUS
задача позвонить клиенту выполнена,TASK_UPDATE
включи фильм {},UNKNOWN
скорректируй подготовить презентацию задачи,TASK_UPDATE
хз что делать с задачей {},AMBIGUOUS
"внеси задачу закончить лабораторную до 2026-04-25T09:14:57Z, приоритет средний, проект ДЗ, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче подготовить презентацию",TASK_CREATE
что мне нужно сделать,TASK_QUERY
очисти завершённые задачи купить молоко,TASK_DELETE
снять задачу сделать отчет,TASK_DELETE
создай или обнови задачу,AMBIGUOUS
исключи задачу сделать отчет,TASK_DELETE
назначь позвонить клиенту на задачу,TASK_UPDATE
создай для меня задачу подготовить презентацию,TASK_CREATE
займись этим {},AMBIGUOUS
задачи по проекту {},TASK_QUERY
перенеси купить молоко задачи,TASK_UPDATE
удали задачу подготовить презентацию,TASK_DELETE
задача подготовить презентацию закрыта,TASK_UPDATE
измени срок закончить лабораторную задачи,TASK_UPDATE
готово сделать отчет,TASK_UPDATE
"нужно не забыть позвонить клиенту до 2026-04-16T06:14:57Z, приоритет средний, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
перенеси срок задачи закончить лабораторную,TASK_UPDATE
можно ли {},AMBIGUOUS
скорректируй позвонить клиенту задачи,TASK_UPDATE
разберись с задачей {},AMBIGUOUS
нужно что-то по задаче {},AMBIGUOUS
покажи новости за сегодня,UNKNOWN
как пройти до {},UNKNOWN
что-то с задачей {},AMBIGUOUS
что-то с задачей {},AMBIGUOUS
информация о задаче {},TASK_QUERY
просроченные задачи,TASK_QUERY
что известно о {},TASK_QUERY
переназначь купить молоко задачи,TASK_UPDATE
можно ли {},AMBIGUOUS
очисти завершённые задачи подготовить презентацию,TASK_DELETE
нужно что-то по задаче {},AMBIGUOUS
статистика по задачам,TASK_QUERY
хочу не забыть подготовить презентацию,TASK_CREATE
сыграй в игру,UNKNOWN
завершить задачу закончить лабораторную,TASK_UPDATE
что-то с задачей {},AMBIGUOUS
найди в интернете {},UNKNOWN
"задача, наверное {}",AMBIGUOUS
сотри задачу сделать отчет,TASK_DELETE
что в списке дел,TASK_QUERY
покажи задачи на сегодня,TASK_QUERY
удали все задачи сделать отчет,TASK_DELETE
пометь задачу закончить лабораторную как выполненную,TASK_UPDATE
непонятная команда с задачей,AMBIGUOUS
исключи задачу подготовить презентацию,TASK_DELETE
создай или обнови задачу,AMBIGUOUS
"необходимо подготовить презентацию до 2026-04-14T02:14:58Z, приоритет средний, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
"не знаю, удали или измени {}",AMBIGUOUS
сделай что-нибудь с задачей,AMBIGUOUS
"запиши задачу позвонить клиенту до 2026-04-09T09:14:57Z, приоритет средний, проект ДЗ, описание: слайды для семинара",TASK_CREATE
поменяй описание задачи позвонить клиенту,TASK_UPDATE
кто ты,UNKNOWN
сколько задач открыто,TASK_QUERY
покажи срочные задачи,TASK_QUERY
создай или обнови задачу,AMBIGUOUS
очисти задачу позвонить клиенту,TASK_DELETE
сколько будет {} плюс {},UNKNOWN
удали задачу позвонить клиенту,TASK_DELETE
что мне нужно сделать,TASK_QUERY
объясни понятие {},UNKNOWN
сотри позвонить клиенту навсегда,TASK_DELETE
помоги с кодом,UNKNOWN
что известно о {},TASK_QUERY
срочно {},AMBIGUOUS
задача сделать отчет закрыта,TASK_UPDATE
покажи все задачи,TASK_QUERY
статистика по задачам,TASK_QUERY
покажи срочные задачи,TASK_QUERY
перенеси позвонить клиенту задачи,TASK_UPDATE
посмотри прогресс по задачам,TASK_QUERY
открой браузер,UNKNOWN
покажи задачи на сегодня,TASK_QUERY
снять задачу купить молоко,TASK_DELETE
покажи задачи на сегодня,TASK_QUERY
включи музыку,UNKNOWN
добавь в бэклог сделать отчет,TASK_CREATE
поставь в очередь позвонить клиенту,TASK_CREATE
что в списке дел,TASK_QUERY
статистика по задачам,TASK_QUERY
покажи задачу {},TASK_QUERY
напиши письмо {},UNKNOWN
задачи назначенные на меня,TASK_QUERY
объясни понятие {},UNKNOWN
открой список задач,TASK_QUERY
обнови информацию по купить молоко,TASK_UPDATE
перенаправь задачу позвонить клиенту на другого,TASK_UPDATE
"создай срочную задачу купить молоко до 2026-04-05T07:14:58Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
обязательно купить молоко,TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
расскажи анекдот,UNKNOWN
спиши задачу сделать отчет,TASK_DELETE
сколько будет {} плюс {},UNKNOWN
убери задачу сделать отчет,TASK_DELETE
"не знаю, удали или измени {}",AMBIGUOUS
срочно {},AMBIGUOUS
поставь себе напоминание купить молоко,TASK_CREATE
перенаправь задачу позвонить клиенту на другого,TASK_UPDATE
удали задачу позвонить клиенту,TASK_DELETE
расскажи анекдот,UNKNOWN
можно ли {},AMBIGUOUS
сотри задачу сделать отчет,TASK_DELETE
посмотри на задачу {},AMBIGUOUS
назначь закончить лабораторную на задачу,TASK_UPDATE
кто ты,UNKNOWN
удали все задачи подготовить презентацию,TASK_DELETE
"надо бы купить молоко до 2026-04-03T12:14:57Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
незавершённые задачи,TASK_QUERY
перенеси купить молоко задачи,TASK_UPDATE
просроченные задачи,TASK_QUERY
непонятная команда с задачей,AMBIGUOUS
повысь приоритет задачи купить молоко,TASK_UPDATE
мои дела на сегодня,TASK_QUERY
покажи новости за сегодня,UNKNOWN
"запиши задачу купить молоко до 2026-04-05T18:14:57Z, приоритет средний, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
открой браузер,UNKNOWN
сотри подготовить презентацию навсегда,TASK_DELETE
который час,UNKNOWN
"добавь в список купить молоко до 2026-04-18T01:14:58Z, приоритет низкий, проект Учебный проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче сделать отчет",TASK_CREATE
поменяй описание задачи купить молоко,TASK_UPDATE
"создай для меня задачу позвонить клиенту до 2026-04-15T08:14:57Z, приоритет низкий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
задачи с высоким приоритетом,TASK_QUERY
убери задачу подготовить презентацию,TASK_DELETE
убери из бэклога подготовить презентацию,TASK_DELETE
сколько будет {} плюс {},UNKNOWN
отмени задачу позвонить клиенту,TASK_DELETE
назначь дату выполнения сделать отчет,TASK_UPDATE
сотри позвонить клиенту навсегда,TASK_DELETE
что известно о {},TASK_QUERY
задачи по проекту {} на этой неделе,TASK_QUERY
статистика по задачам,TASK_QUERY
незавершённые задачи,TASK_QUERY
задачи назначенные на меня,TASK_QUERY
покажи срочные задачи,TASK_QUERY
запиши в список дел позвонить клиенту,TASK_CREATE
задачи по проекту {},TASK_QUERY
покажи мои задачи,TASK_QUERY
помоги с кодом,UNKNOWN
измени закончить лабораторную задачи,TASK_UPDATE
"напомни мне сделать отчет до 2026-04-29T01:14:58Z, приоритет высокий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
удали позвонить клиенту немедленно,TASK_DELETE
пометь задачу сделать отчет как выполненную,TASK_UPDATE
убрать из списка подготовить презентацию,TASK_DELETE
сотри сделать отчет навсегда,TASK_DELETE
завершить задачу позвонить клиенту,TASK_UPDATE
расскажи анекдот,UNKNOWN
назначь подготовить презентацию ответственным,TASK_UPDATE
срочно {},AMBIGUOUS
поставь дедлайн позвонить клиенту для задачи,TASK_UPDATE
"создай для меня задачу купить молоко до 2026-04-09T10:14:58Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
передай позвонить клиенту коллеге,TASK_UPDATE
сыграй в игру,UNKNOWN
помоги с кодом,UNKNOWN
измени или удали задачу,AMBIGUOUS
задачи по проекту {} на этой неделе,TASK_QUERY
исключи задачу подготовить презентацию,TASK_DELETE
задача {},AMBIGUOUS
включи фильм {},UNKNOWN
разберись с задачей {},AMBIGUOUS
обнови подготовить презентацию,TASK_UPDATE
отметь позвонить клиенту как сделанное,TASK_UPDATE
передай задачу позвонить клиенту другому,TASK_UPDATE
просроченные задачи,TASK_QUERY
список задач,TASK_QUERY
задачи с низким приоритетом,TASK_QUERY
поправь задачу купить молоко,TASK_UPDATE
можно ли {},AMBIGUOUS
переименуй задачу подготовить презентацию,TASK_UPDATE
покажи срочные задачи,TASK_QUERY
замени закончить лабораторную в задаче,TASK_UPDATE
помоги с кодом,UNKNOWN
сколько будет {} плюс {},UNKNOWN
сотри задачу позвонить клиенту,TASK_DELETE
позвони {},UNKNOWN
как дела,UNKNOWN
готово купить молоко,TASK_UPDATE
сделал подготовить презентацию,TASK_UPDATE
посмотри на задачу {},AMBIGUOUS
убрать из списка подготовить презентацию,TASK_DELETE
давай создадим подготовить презентацию,TASK_CREATE
удали задачи купить молоко,TASK_DELETE
детали по {},TASK_QUERY
"сделай для меня сделать отчет до 2026-04-29T19:14:58Z, приоритет средний, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
создай срочную задачу позвонить клиенту,TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
"создай задачу купить молоко до 2026-04-23T04:14:58Z, приоритет высокий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
"запиши задачу подготовить презентацию до 2026-04-18T10:14:58Z, приоритет средний, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
задача сделать отчет выполнена,TASK_UPDATE
снять задачу закончить лабораторную,TASK_DELETE
перепиши задачу закончить лабораторную,TASK_UPDATE
измени детали купить молоко,TASK_UPDATE
поставь дедлайн подготовить презентацию для задачи,TASK_UPDATE
какая погода сегодня,UNKNOWN
повысь приоритет задачи подготовить презентацию,TASK_UPDATE
измени или удали задачу,AMBIGUOUS
важно {},AMBIGUOUS
очисти завершённые задачи позвонить клиенту,TASK_DELETE
найди в интернете {},UNKNOWN
нужно не забыть позвонить клиенту,TASK_CREATE
поставь в приоритет купить молоко,TASK_CREATE
мне нужно купить молоко,TASK_CREATE
измени или удали задачу,AMBIGUOUS
"добавь в список сделать отчет до 2026-04-16T02:14:57Z, приоритет низкий, проект Учебный проект, описание: слайды для семинара, как дочернюю к задаче купить молоко",TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
задачи с низким приоритетом,TASK_QUERY
очисти завершённые задачи купить молоко,TASK_DELETE
что запланировано,TASK_QUERY
установи таймер на {},UNKNOWN
хз что делать с задачей {},AMBIGUOUS
убрать из списка закончить лабораторную,TASK_DELETE
"поставь в приоритет купить молоко до 2026-04-23T16:14:58Z, приоритет высокий, проект Проект A, описание: сделать отчет по лабораторной",TASK_CREATE
поменяй описание задачи позвонить клиенту,TASK_UPDATE
что запланировано,TASK_QUERY
покажи все задачи,TASK_QUERY
сколько будет {} плюс {},UNKNOWN
"задача, наверное {}",AMBIGUOUS
передай задачу закончить лабораторную другому,TASK_UPDATE
удали все задачи подготовить презентацию,TASK_DELETE
"не знаю, удали или измени {}",AMBIGUOUS
добавь в бэклог закончить лабораторную,TASK_CREATE
расскажи о себе,UNKNOWN
перенаправь задачу закончить лабораторную на другого,TASK_UPDATE
убери задачу сделать отчет,TASK_DELETE
удали задачу купить молоко,TASK_DELETE
измени детали сделать отчет,TASK_UPDATE
повысь приоритет задачи купить молоко,TASK_UPDATE
мои дела на сегодня,TASK_QUERY
поправь задачу закончить лабораторную,TASK_UPDATE
удали все задачи подготовить презентацию,TASK_DELETE
завершить задачу купить молоко,TASK_UPDATE
обнови информацию по закончить лабораторную,TASK_UPDATE
мои дела на сегодня,TASK_QUERY
"хочу добавить задачу подготовить презентацию до 2026-04-18T14:14:58Z, приоритет низкий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
что запланировано,TASK_QUERY
"создай задачу позвонить клиенту до 2026-04-25T10:14:57Z, приоритет низкий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
спиши задачу купить молоко,TASK_DELETE
нужно не забыть сделать отчет,TASK_CREATE
установи таймер на {},UNKNOWN
что в списке дел,TASK_QUERY
какая погода сегодня,UNKNOWN
сдвинь задачу сделать отчет на следующую неделю,TASK_UPDATE
снять задачу купить молоко,TASK_DELETE
напиши письмо {},UNKNOWN
посмотри на задачу {},AMBIGUOUS
добавь в бэклог подготовить презентацию,TASK_CREATE
объясни понятие {},UNKNOWN
убери из бэклога подготовить презентацию,TASK_DELETE
убери задачу купить молоко,TASK_DELETE
"задача, наверное {}",AMBIGUOUS
напиши письмо {},UNKNOWN
{},AMBIGUOUS
задачи на эту неделю,TASK_QUERY
задача {},AMBIGUOUS
сдвинь задачу позвонить клиенту на следующую неделю,TASK_UPDATE
"создай задачу закончить лабораторную до 2026-04-07T18:14:58Z, приоритет высокий, проект Учебный проект, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче закончить лабораторную",TASK_CREATE
займись этим {},AMBIGUOUS
важно {},AMBIGUOUS
что-то нужно сделать с {},AMBIGUOUS
сыграй в игру,UNKNOWN
посмотри на задачу {},AMBIGUOUS
что в списке дел,TASK_QUERY
разберись с задачей {},AMBIGUOUS
важно {},AMBIGUOUS
отмени задачу позвонить клиенту,TASK_DELETE
"добавь в бэклог сделать отчет до 2026-04-14T23:14:57Z, приоритет низкий, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
"не знаю, удали или измени {}",AMBIGUOUS
"задача, наверное {}",AMBIGUOUS
запиши задачу закончить лабораторную,TASK_CREATE
сотри задачу позвонить клиенту,TASK_DELETE
что нового в мире,UNKNOWN
покажи задачи на сегодня,TASK_QUERY
сотри задачу позвонить клиенту,TASK_DELETE
"задача, наверное {}",AMBIGUOUS
открой браузер,UNKNOWN
непонятная команда с задачей,AMBIGUOUS
ликвидируй задачу сделать отчет,TASK_DELETE
мои дела на сегодня,TASK_QUERY
сделай что-нибудь с задачей,AMBIGUOUS
удали задачу купить молоко,TASK_DELETE
который час,UNKNOWN
сотри закончить лабораторную навсегда,TASK_DELETE
создай задачу позвонить клиенту,TASK_CREATE
сделай задачу или нет {},AMBIGUOUS
"хочу добавить задачу позвонить клиенту до 2026-04-18T22:14:57Z, приоритет средний, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
очисти задачу сделать отчет,TASK_DELETE
очисти список задач сделать отчет,TASK_DELETE
удали задачи сделать отчет,TASK_DELETE
сделай задачу позвонить клиенту,TASK_UPDATE
что мне нужно сделать,TASK_QUERY
поставь задачу позвонить клиенту,TASK_CREATE
поправь задачу закончить лабораторную,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
что-то с задачей {},AMBIGUOUS
замени позвонить клиенту в задаче,TASK_UPDATE
покажи новости за сегодня,UNKNOWN
перепиши задачу купить молоко,TASK_UPDATE
добавь в список подготовить презентацию,TASK_CREATE
переименуй задачу купить молоко,TASK_UPDATE
как пройти до {},UNKNOWN
исправь задачу подготовить презентацию,TASK_UPDATE
давай создадим подготовить презентацию,TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
посмотри на задачу {},AMBIGUOUS
снять задачу купить молоко,TASK_DELETE
какая погода сегодня,UNKNOWN
закрой задачу купить молоко,TASK_UPDATE
"задача, наверное {}",AMBIGUOUS
"добавь в бэклог подготовить презентацию до 2026-04-05T10:14:58Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
открой браузер,UNKNOWN
что нового в мире,UNKNOWN
очисти список задач закончить лабораторную,TASK_DELETE
объясни понятие {},UNKNOWN
убрать из списка купить молоко,TASK_DELETE
очисти задачу сделать отчет,TASK_DELETE
переназначь закончить лабораторную задачи,TASK_UPDATE
убери из бэклога сделать отчет,TASK_DELETE
"не забыть позвонить клиенту до 2026-04-22T05:14:57Z, приоритет низкий, проект Рабочий проект, описание: слайды для семинара, как дочернюю к задаче подготовить презентацию",TASK_CREATE
отмени задачу закончить лабораторную,TASK_DELETE
как пройти до {},UNKNOWN
какие у меня задачи,TASK_QUERY
можно ли {},AMBIGUOUS
найди в интернете {},UNKNOWN
завершить задачу закончить лабораторную,TASK_UPDATE
сотри задачу сделать отчет,TASK_DELETE
отредактируй задачу купить молоко,TASK_UPDATE
задача позвонить клиенту закрыта,TASK_UPDATE
запиши в список дел купить молоко,TASK_CREATE
сделал позвонить клиенту,TASK_UPDATE
найди в интернете {},UNKNOWN
убери задачу сделать отчет,TASK_DELETE
покажи все задачи,TASK_QUERY
завершить задачу купить молоко,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
нужно что-то по задаче {},AMBIGUOUS
выведи список задач,TASK_QUERY
что мне нужно сделать,TASK_QUERY
установи таймер на {},UNKNOWN
можно ли {},AMBIGUOUS
надо бы сделать отчет,TASK_CREATE
открой список задач,TASK_QUERY
что нового в мире,UNKNOWN
назначь позвонить клиенту ответственным,TASK_UPDATE
расскажи анекдот,UNKNOWN
хз что делать с задачей {},AMBIGUOUS
задачи на завтра,TASK_QUERY
очисти список задач подготовить презентацию,TASK_DELETE
задачи с низким приоритетом,TASK_QUERY
задача купить молоко выполнена,TASK_UPDATE
помоги с кодом,UNKNOWN
запиши в список дел подготовить презентацию,TASK_CREATE
"не забыть подготовить презентацию до 2026-04-15T17:14:57Z, приоритет высокий, проект Проект A, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче подготовить презентацию",TASK_CREATE
включи музыку,UNKNOWN
кто ты,UNKNOWN
открой браузер,UNKNOWN
который час,UNKNOWN
{},AMBIGUOUS
включи фильм {},UNKNOWN
помоги с кодом,UNKNOWN
открой браузер,UNKNOWN
детали по {},TASK_QUERY
напиши письмо {},UNKNOWN
перенаправь задачу закончить лабораторную на другого,TASK_UPDATE
отметь подготовить презентацию как сделанное,TASK_UPDATE
позвони {},UNKNOWN
напиши письмо {},UNKNOWN
детали задачи {},TASK_QUERY
как пройти до {},UNKNOWN
удали все задачи позвонить клиенту,TASK_DELETE
объясни понятие {},UNKNOWN
покажи срочные задачи,TASK_QUERY
сдвинь задачу купить молоко на следующую неделю,TASK_UPDATE
спиши задачу позвонить клиенту,TASK_DELETE
исключи задачу позвонить клиенту,TASK_DELETE
передай задачу позвонить клиенту другому,TASK_UPDATE
задачи с низким приоритетом,TASK_QUERY
